,Element Name,Element Type,Database,PosReg Name,PosReg Type,PosReg ID,,NegReg Name,NegReg Type,NegReg ID,,Connection Type,Negative Reg DB,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
5299,senescence,bioprocess,d000375,akt1,protein,p31749, , , , , ,i,[' '],['activation'],['pmc3325598'],"['in imr90 cells, myr-akt1 does moderately induce p16 levels (xref_supplementary); however, myr-akt1 expression failed to induce sahf formation in these cells, unlike h-ras v12 (xref_supplementary), suggesting that akt1 induced senescence is largely independent of p16.']",1,1,40,1,41
5230,runx2, , ,erk,family,erk, , , , , ,i,[' '],['phosphorylation'],['pmc4513933'],"['the phosphorylation of runx2 by akt, erk and p38 and the effect of these phosphorylation events on runx2 activity have to be contextualized in tumor cells exhibiting continuous cross-talk between the ras / mapk and pi3k / akt pathways [xref_bibr].']",1,1,40,1,41
1359,cell growth,bioprocess,go:0016049,mtorc1,protein,mtorc1, , , , , ,i,[' '],['activation'],['pmc3325598'],"['mtorc1 is an important mediator of pi3k / akt signalling to protein synthesis, cell growth and proliferation (xref_bibr).']",1,1,40,1,41
5204,rps3 at thr70, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3317191'],['akt physically binds to and phosphorylates rps3 at thr70.'],1,1,40,1,41
1174,cdk2 at thr39, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3317191'],['nuclear akt phosphorylates cdk2 at thr39 which causes temporary cytoplasmic localization of cyclin a / cdk2 complex.'],1,1,40,1,41
5203,rps3,protein,p23396,akt,family,akt, , , , , ,i,[' '],['activation'],['pmc3317191'],"['it is conceivable that akt promotes cell survival after dna damage by regulating the dna repair activity of rps3 [xref_bibr, xref_bibr].']",1,1,40,1,41
1329,cell death,bioprocess,go:0008219,tsc2,protein,p49815, , , , , ,i,[' '],['activation'],['pmc4014429'],"['our previous studies have shown that inactivation of rb and tsc2, a negative regulator of torc1, induced synergistic cell death in cancer cells through induction of excessive cellular stress, including oxidative stress xref_bibr.']",1,1,40,1,41
5364,snail expression, , ,akt,family,akt, , , , , ,i,[' '],['regulation'],['pmc2651854'],"['[xref_bibr] reported that activation of nf-Îº b by akt upregulates snail expression and induces emt in oscc cells, and expression of the nf-Îº b subunit p65 is sufficient for emt induction.']",1,1,40,1,41
5201,rpc,protein,o00442,e2f1,protein,q01094, , , , , ,i,[' '],['activation'],['pmc1914394'],"['separate from its role in driving ectopic division of rb ko rtcs, e2f1 also promotes normal rpc division since in its absence rpc proliferation drops ~ 2-fold (d. c. and r. b., unpublished data).']",1,1,40,1,41
2782,foxo3a is by akt at thr32, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3734838'],"['xref_bibr, xref_bibr, xref_bibr foxo3a is phosphorylated by akt at thr32, ser256 and ser319, and phosphorylation of these amino acids provides binding sites for 14-3-3 proteins, resulting in the retention of foxo3a by 14-3-3 in the cytoplasm.']",1,1,40,1,41
5200,ros levels, , ,ros,simple-chemical,chebi:26523, , , , , ,i,[' '],['increaseamount'],['pmc4783884'],"['however, the electron transport chain is the major site of ros production, which may be the reason why high temperature increases the ros levels in the cell [xref_bibr, xref_bibr].']",1,1,40,1,41
2783,"foxo3a is by akt at thr32, ser256", , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3734838'],"['xref_bibr, xref_bibr, xref_bibr foxo3a is phosphorylated by akt at thr32, ser256 and ser319, and phosphorylation of these amino acids provides binding sites for 14-3-3 proteins, resulting in the retention of foxo3a by 14-3-3 in the cytoplasm.']",1,1,40,1,41
4108,npm-arf,protein,p06748,akt,family,akt, , , , , ,i,[' '],['activation'],['pmc4171619'],"['we can also assume that akt promotes mdm2 nuclear localisation, but that its activity is controlled by the akt mediated npm-arf nucleoplasmic pool once there.']",1,1,40,1,41
2629,extracellular signal-regulated kinase,family,erk,egf,protein,p01133, , , , , ,i,[' '],['activation'],['pmc2683723'],"['there is evidence that insulin can enhance egf stimulated extracellular signal regulated kinase (erk) activation, dna synthesis, and cell proliferation responses (xref_bibr; xref_bibr; xref_bibr), whereas growth factors, cytokines, and other hormones can negatively regulate insulin signaling (xref_bibr).']",1,1,40,1,41
1384,cell migration,bioprocess,go:0016477,cas,protein,o60716, , , , , ,i,[' '],['activation'],['pmc3711644'],"['lastly, knockdown of cas abolished egfr mediated carcinoma cell migration on vitronectin (xref_fig) while it had no effect on cell migration on collagen (data now shown).']",1,1,40,1,41
2620,expression of vegf receptors, , ,e2f1,protein,q01094, , , , , ,i,[' '],['regulation'],['pmc4100745'],"['these results suggest that kdm2a can regulate the angiogenic process, probably by controlling the e2f1 mediated expression of vegf receptors.']",1,1,40,1,41
2784,"foxo3a is by akt at thr32, ser256 and ser319", , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3734838'],"['xref_bibr, xref_bibr, xref_bibr foxo3a is phosphorylated by akt at thr32, ser256 and ser319, and phosphorylation of these amino acids provides binding sites for 14-3-3 proteins, resulting in the retention of foxo3a by 14-3-3 in the cytoplasm.']",1,1,40,1,41
3992,multiple tyrosine residues in the egfr, , ,egfr,protein,p00533, , , , , ,i,[' '],['phosphorylation'],['pmc4268886'],['egfr overexpression leads to constitutive tyrosine phosphorylation of multiple tyrosine residues in the egfr tail as shown in xref_supplementary.'],1,1,40,1,41
1167,cdk1 is dephosphorylated, , ,cdc25,protein,q13972, , , , , ,i,[' '],['dephosphorylation'],['pmc3534656'],"['at the g2/m transition, phosphorylated and inhibited cdk1 is dephosphorylated by cdc25 phosphatase, which leads to an abrupt activation of cyclin b / cdk1 complex.']",1,1,40,1,41
1387,cell migration,bioprocess,go:0016477,egf,protein,p01133, , , , , ,i,[' '],['activation'],['pmc2156182'],"['interestingly, egf has been reported recently to stimulate random cell migration (ware et al.']",1,1,40,1,41
4125,oa,simple-chemical,4628,cd,simple-chemical,31193, , , , , ,i,[' '],['activation'],['pmc4881440'],['neither lanthanum chloride (la) nor cadmium chloride (cd) induced oa secretion.'],1,1,40,1,41
1400,cell migration,bioprocess,go:0016477,mtor,protein,p42345, , , , , ,i,[' '],['activation'],['pmc3608882'],"['thus, oncogenic pi3k / mtor activation promotes cytoplasmic p27 accumulation, increased cell migration, and may contribute to neoplastic progression.']",1,1,40,1,41
1360,cell growth,bioprocess,go:0016049,p65,protein,p21579, , , , , ,i,[' '],['activation'],['pmc3362538'],"['the knockdown of p65 significantly suppressed cell growth (xref_fig), and rb treatment resulted in much lower level of phosphor-p65 and parp (116 kda) in p65 depleted cells and (xref_fig), leading to the more pronounced inhibition on cell viability.']",1,1,40,1,41
2781,foxo3a directly facilitated pten transcription, , ,pten,protein,p60484, , , , , ,i,[' '],['increaseamount'],['pmc3734838'],"['23 further experiments indicated that foxo3a directly facilitated pten transcription rather than blocking its degradation, as an mrna synthesis inhibitor clearly inhibited the increase in pten mrna after selenite treatment (xref_fig).']",1,1,40,1,41
1334,cell differentiation,bioprocess,go:0030154,ra,family,pf00788, , , , , ,i,[' '],['activation'],['pmc3675137'],['akt mediated phosphorylation is crucial for the role of satb1 to down-regulate the nanog expression during ra induced f9 cell differentiation.'],1,1,40,1,41
5356,smurf2, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc4513933'],"['during osteoblast differentiation, akt interacts with and phosphorylates smurf2.']",1,1,40,1,41
4003,myc at residue t58, , ,gsk3,family,gsk3, , , , , ,i,[' '],['phosphorylation'],['pmc2996947'],"['active gsk3 Î² phosphorylates myc at residue t58, thereby targeting myc for degradation by fbxw7 [xref_bibr].']",1,1,40,1,41
5215,rsk, , ,en,simple-chemical,3301, , , , , ,i,[' '],['phosphorylation'],['pmc3440385'],"['as shown in xref_fig, both pm and en activation of egfr caused the phosphorylation of rsk at 5 min with a level of intensity that was comparable to the rsk activated following sd activation of egfr.']",1,1,40,1,41
5353,skp2, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3317191'],"['interestingly, recent studies revealed that the protein stability of p27 kip1 is controlled by akt dependent phosphorylation of skp2 [xref_bibr, xref_bibr].']",1,1,40,1,41
5227,runx1, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc4513933'],"['as it appears that two or even the three runx proteins are often co-expressed in tumor cells, how does the phosphorylation of runx1 and runx3 by akt modulate the effects of akt mediated runx2 phosphorylation on tumor progression?']",1,1,40,1,41
5354,skp2 at ser72, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc3317191'],"['akt interacts with and directly phosphorylates skp2 at ser72, which triggers scf complex formation and e3 ligase activity [xref_bibr].']",1,1,40,1,41
2650,fancl,protein,q9nw38,p53,protein,p04637, , , , , ,i,[' '],['activation'],['pmc2908690'],"['remarkably, results showed that the introduction of a tp53 (p53) mutation into fancl mutants rescued the sex-reversal phenotype by reducing germ cell apoptosis and, thus, allowed fancl mutants to become fertile females.']",1,1,40,1,41
5214,rsk, , ,egfr,protein,p00533, , , , , ,i,[' '],['phosphorylation'],['pmc3440385'],"['as shown in xref_fig, both pm and en activation of egfr caused the phosphorylation of rsk at 5 min with a level of intensity that was comparable to the rsk activated following sd activation of egfr.']",1,1,40,1,41
2641,fak, , ,shc,protein,p29353, , , , , ,i,[' '],['phosphorylation'],['pmc2156182'],"['as shown in xref_fig a, shc overexpression did not increase fak phosphorylation, which remained at levels similar to controls transfected with pten alone; in contrast, fak overexpression clearly enhanced fak phosphorylation as previously reported (tamura et al.']",1,1,40,1,41
1352,cell growth,bioprocess,go:0016049,akt,family,akt, , , , , ,i,[' '],['activation'],['pmc3979036'],['inhibition of akt suppresses hormone independent breast cancer cell growth.'],1,1,40,1,41
2638,fak, , ,egf,protein,p01133, , , , , ,i,[' '],['phosphorylation'],['pmc2133067'],"['in this study, we observed that wild-type pten inhibited fak phosphorylation stimulated by egf, whereas phosphatase inactive mutant pten permitted the induction of fak phosphorylation (fig.']",1,1,40,1,41
1179,cdkn1a, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc2996947'],['akt can directly phosphorylate cdkn1a inhibiting the activity of this protein by secluding it in the cytoplasm [xref_bibr].'],1,1,40,1,41
5228,runx1 and runx3, , ,akt,family,akt, , , , , ,i,[' '],['phosphorylation'],['pmc4513933'],"['as it appears that two or even the three runx proteins are often co-expressed in tumor cells, how does the phosphorylation of runx1 and runx3 by akt modulate the effects of akt mediated runx2 phosphorylation on tumor progression?']",1,1,40,1,41
1186,cdkn2a (p14arf)Â expression, , ,mdm2,protein,q00987, , , , , ,i,[' '],['increaseamount'],['pmc4798945'],"['given the crucial role of the tp53 pathway in tumor suppression, the significant proportion of tumors that still express wild-type tp53 are likely to harbor alternative lesions that override tp53 activity, most prominently mdm2 overexpression or loss of cdkn2a (p14arf) expression (xref_bibr).']",1,1,40,1,41
3028,hif-1,protein,hif1,pi3k,protein,pi3k, , , , , ,i,"[' ', ' ', ' ']","['activation', 'activation', 'activation']","['pmc2652403', 'pmc2652403', 'pmc2652403']","['increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].', 'increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].', 'increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].']",3,10,5,1,35
3987,mtorc1,protein,mtorc1,rsk1,protein,q15418, , , , , ,i,"[' ', ' ', ' ']","['activation', 'activation', 'activation']","['pmc4276939', 'pmc4276939', 'pmc4276939']","['during this â€œ dysregulated lytic program â€, expression of kshv orf45 leads to selective activation of mtorc1 by erk2 mediated activation of rsk1, which sensitizes these lecs to rapamycin induced killing.', 'during this â€œ dysregulated lytic program â€, expression of kshv orf45 leads to selective activation of mtorc1 by erk2 mediated activation of rsk1, which sensitizes these lecs to rapamycin induced killing.', 'during this â€œ dysregulated lytic program â€, expression of kshv orf45 leads to selective activation of mtorc1 by erk2 mediated activation of rsk1, which sensitizes these lecs to rapamycin induced killing.']",3,10,5,1,35
4203,p21,protein,p38936,ras,family,pf00071, , , , , ,i,"[' ', ' ', ' ']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc2652403', 'pmc2652403', 'pmc2652403']","['in addition, raf-1 activation by ras was shown to be achieved through a combination of both physical interaction and indirect mechanisms involving the activation of pi3k as a second ras effector, which directs p21 activated kinase (pak)-mediated regulatory phosphorylation of raf-1 [xref_bibr].', 'in addition, raf-1 activation by ras was shown to be achieved through a combination of both physical interaction and indirect mechanisms involving the activation of pi3k as a second ras effector, which directs p21 activated kinase (pak)-mediated regulatory phosphorylation of raf-1 [xref_bibr].', 'in addition, raf-1 activation by ras was shown to be achieved through a combination of both physical interaction and indirect mechanisms involving the activation of pi3k as a second ras effector, which directs p21 activated kinase (pak)-mediated regulatory phosphorylation of raf-1 [xref_bibr].']",3,10,5,1,35
4615,pi3k,protein,pi3k,erbb2,protein,p04626, , , , , ,i,"[' ', ' ', ' ']","['activation', 'activation', 'activation']","['pmc2652403', 'pmc2652403', 'pmc2652403']","['transfection of erbb2 in mcf7 breast cancer cells that express erbb3 caused a pi3k dependent activation of akt, and was associated with an increased resistance of the cells to multiple chemotherapeutic agents (paclitaxel, doxorubicin, 5-fluorouracil, etoposide, and camptothecin) [xref_bibr].', 'transfection of erbb2 in mcf7 breast cancer cells that express erbb3 caused a pi3k dependent activation of akt, and was associated with an increased resistance of the cells to multiple chemotherapeutic agents (paclitaxel, doxorubicin, 5-fluorouracil, etoposide, and camptothecin) [xref_bibr].', 'transfection of erbb2 in mcf7 breast cancer cells that express erbb3 caused a pi3k dependent activation of akt, and was associated with an increased resistance of the cells to multiple chemotherapeutic agents (paclitaxel, doxorubicin, 5-fluorouracil, etoposide, and camptothecin) [xref_bibr].']",3,10,5,1,35
3024,hif-1,protein,hif1,akt,family,akt, , , , , ,i,"[' ', ' ', ' ']","['activation', 'activation', 'activation']","['pmc2652403', 'pmc2652403', 'pmc2652403']","['increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].', 'increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].', 'increased pi3k and akt or decreased pten activity in cancer cells were also shown to increase hif-1 Î± [xref_bibr].']",3,10,5,1,35
