,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
3435,mtor,protein,p42345,mitochondria,go:0005739,cellosaurus:cvcl_0291,nan,nan,nan,nan,nan,nan,nan,rapamycin,chemical,5284616,mitochondria,go:0005739,i,['none'],['pmc4373728'],"['when rapamycin inhibits mtor relocation to mitochondria , removing its interaction with hk ii , hk ii can then interact with mnsod , inhibiting its function after irradiation , as seen in xref_fig . ++++ our results provide a mechanism for such sensitization whereby rapamycin treatment before radiation can prevent the relocation of mtor to mitochondria . ++++ inhibition of mtor by rapamycin blocked radiation induced mtor mitochondrial relocation and the shift of glycolysis to mitochondrial respiration , and reduced the clonogenic survival .']",1,100.0,40.0,1.0,140.0
3436,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0023 ++++ cellosaurus:cvcl_0060,nan,nan,nan,nan,nan,nan,nan,twist1,protein,q15672,nan,nan,i,['none'],['pmc3388235'],"['downregulation of ampk led to recovery of mtor activity inhibited by twist1 sirna ( xref_fig ) . ++++ twist1 sirna induced suppression of mtor activity , as assessed based on the decrease in phosphorylation of mtor and the mtor effectors , s6k and s6 , in h1299 cells ( xref_fig ) .']",1,100.0,40.0,1.0,140.0
3437,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0023 ++++ cellosaurus:cvcl_0060,nan,nan,twist1,protein,q15672,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3388235'],"['to establish the involvement of ampk in twist1 sirna induced mtor inhibition , we transfected cells displaying twist1 downregulation with ampkalpha1/2 sirna . ++++ initially , mtor activity was assessed in cells treated with twist1 sirna .']",1,100.0,40.0,1.0,140.0
3439,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0030,nan,nan,nan,nan,nan,nan,nan,torin1,chemical,49836027,nan,nan,i,['none'],['pmc4896000'],"['strikingly , while torin1 inhibition of mtor was maintained for 15hours , tfeb re-inactivation began 1.5 hours following torin1 treatment and required 15hours to inactive approximately 50 % of the population , compared to 100 % inactivation by fresh fm at 0.5 hours .']",1,100.0,40.0,1.0,140.0
3441,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0031,nan,nan,atr,protein,p20848,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4381605'],"['mtor is induced by etoposide in an atm and atr dependent , and p53 independent manner .']",1,100.0,40.0,1.0,140.0
3444,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0031 ++++ cellosaurus:cvcl_0291,nan,nan,etoposide,chemical,36462,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc4381605'],"['it was evident from figure xref_fig that mtor inhibition with pp242 or sirna caused a reduction in total chk1 protein and its phosphorylation , following etoposide induced dna damage in hek293 cells . ++++ in addition , we downregulated atr using sirna in hek293 cells to determine whether etoposide induction of both mtor protein and phosphorylation at ser2481 were dependent on atr .']",1,100.0,40.0,1.0,140.0
3445,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0035,nan,nan,nan,nan,nan,nan,nan,3-awa,other,uaz01281,nan,nan,i,['phosphorylation'],['pmc4700468'],['the results showed that 3-awa inhibited the phosphorylation of mtor at the same doses it inhibited 4ebp1 along with expected decrease in phospho s6k level .'],1,100.0,40.0,1.0,140.0
3447,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,atp,chemical,5957,nan,nan,i,['none'],['pmc4381605'],"['dna damage was induced in hek293 cells with etoposide for 16 or 24 hrs in the absence or presence of an atp competitive inhibitor of mtor , pp242 , which inhibits both mtorc1 and mtorc2 complexes [ xref_bibr ] , and the percentage of cells in different phases of the cell cycle was analysed by flow cytometry .']",1,100.0,40.0,1.0,140.0
3448,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,topoisomerase ii inhibitor,other,uaz00880,nan,nan,i,['none'],['pmc4381605'],"['to examine the regulation of mtor in response to dna damage , hek293 cells were treated with etoposide , a topoisomerase ii inhibitor which induces double strand dna breaks .']",1,100.0,40.0,1.0,140.0
3451,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0063 ++++ cellosaurus:cvcl_0030,nan,nan,acid,chemical,444212,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3010991'],"['while phosphatidic acid ( pa )-mediated activation of mtor , as revealed by drastic reduction in reporter expression by n-butanol , primarily contributed to the high level expression in pc3 , multiple pathways involving pa , pi3k and akt and erk1/2 appear to contribute to the abundant reporter expression in 293t . ++++ it mediates the mitogenic activation of mtor signaling to the downstream effectors through regulation of a large number of protein kinases and phosphatases xref_bibr , xref_bibr .']",1,100.0,40.0,1.0,140.0
3453,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0291 ++++ cellosaurus:cvcl_0031,nan,nan,etoposide,chemical,36462,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4381605'],"['however , the etoposide mediated increase in mtor protein accumulation was still observed in both p53 +/+ and p53 -/- hct116 cells in the presence of cycloheximide , indicating that etoposide mediated increase in mtor was unlikely due to increased protein synthesis . ++++ we were interested in the role of p53 in etoposide induced increase of mtor and therefore assessed isogenically matched p53 +/+ and p53 -/- hct116 cells . ++++ however , the etoposide mediated increase in mtor protein accumulation was still observed in both p53 +/+ and p53 -/- hct116 cells in the presence of cycloheximide , indicating that etoposide mediated increase in mtor was unlikely due to increased protein synthesis . ++++ mtor is induced by etoposide in an atm and atr dependent , and p53 independent manner .']",1,100.0,40.0,1.0,140.0
2986,insulin,protein,p01308,nucleus,go:0005634,nan,cl:cl:0000082,nan,hexokinase,protein family,pf03727,nucleus,go:0005634,nan,nan,nan,nan,nan,d,['transcription'],['pmc150512'],"['similarly , in l6 myotubes , insulin induces hexokinase ii gene transcription via the rapamycin sensitive pi 3-kinase pathway , but not via the mapk pathway [ xref_bibr ] .']",1,100.0,40.0,1.0,140.0
3455,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0459,nan,nan,nan,nan,nan,nan,nan,rap,protein,p30533,nan,nan,i,['none'],['pmc4466411'],"['compared with ly294002 , which inhibits autophagy by the inhibition of class iii pi3k xref_bibr , and rap , which inhibits mtor but has a negative feedback on akt xref_bibr , pd decreased the activation of rapamycin on p-akt ( ser473 ) . ++++ we further investigated the effect of pd on the pi3k/akt/mtor/p70s6k/4ebp1 pathway compared with ly294002 ( an inhibitor of pi3k ) and rap ( an inhibitor of mtor ) xref_bibr , xref_bibr .']",1,100.0,40.0,1.0,140.0
3456,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0542,cl:cl:0000359,nan,nan,nan,nan,nan,nan,rapamycin,chemical,5284616,nan,nan,i,['none'],['pmc2653860'],"['the data presented here show that rapamycin , perhaps by inhibiting mtor and its downstream signaling element ( s ) , activates c-src which then transactivates the egfr to stimulate the erk1/2 pathway and increases cell survival . ++++ the inhibition of phosphorylation of its downstream substrate p70s6 kinase ( xref_fig ) shows that mtor was effectively inhibited by rapamycin .']",1,100.0,40.0,1.0,140.0
2999,integrin,protein,p08648,other,go:0001725,nan,nan,nan,acap,other,uaz00725,other,go:0001725,nan,nan,nan,nan,nan,i,['none'],['pmc4789776'],"['pi3k-akt signaling regulates cell migration through phosphorylation of gsk3 to relieve gsk3 mediated inhibition of migration ; girdin to facilitate the formation of stress fibers and lamellipodia , and acap to mediate integrin beta1 recycling .']",1,100.0,40.0,1.0,140.0
3457,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0542,nan,nan,rapamycin,chemical,5284616,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2653860'],"['here , we show that rapamycin activates the upstream kinases , erk1/2 and rsk , of mtor in rat aortic vascular smooth muscle cells , mouse lung fibroblasts ( b82l cells ) , human adrenal cortex adenocarcinoma cells ( sw13 ) and cos7 cells .']",1,100.0,40.0,1.0,140.0
2997,integrin,protein,p08648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,prothrombin,protein,p00734,nan,nan,i,['none'],['pmc3709701'],"['in primary hepatocytes , prothrombin induces apoptotic cell death that is accompanied by the prothrombin dependent degradation of integrin alpha5 .']",1,100.0,40.0,1.0,140.0
2996,integrin,protein,p08648,nan,nan,nan,nan,nan,fak,protein,q05397,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2173263'],['fak is found in focal contacts where it promotes downstream integrin mediated signals .'],1,100.0,40.0,1.0,140.0
3458,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_1259,nan,nan,nan,nan,nan,nan,nan,alpha-tea,protein,p10277,nan,nan,i,['none'],['pmc3039802'],"['these data show that alpha-tea suppresses the active forms of akt , erk , mtor , and their downstream substrates , resulting in activation of proapoptotic mediators bad and caspase-9 .']",1,100.0,40.0,1.0,140.0
3459,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_4w74,nan,nan,rtks,other,uaz00736,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3750018'],"['rtks activates mtor kinase through pi3k-akt pathway [ xref_bibr ] ; thus to examine whether pp242 treatment may activate rtks , we treated dld-1 cells either with rapamycin ( 0.1 mum ) or pp242 ( 1 mum ) for 72 hours and examined the cell lysates for rtk phosphorylation using a rtk phosphorylation array .']",1,100.0,40.0,1.0,140.0
2992,insulin receptor substrate 1,protein,p35568,nan,nan,nan,cl:cl:0000359,nan,p70s6k-,other,ua-bp-ggp-00308,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc2653860'],['studies have shown that p70s6k- elicited phosphorylation of the insulin receptor substrate 1 ( irs-1 ) results in inhibition of irs-1 binding to the insulin or insulin like growth factor ( igf-i ) receptors or degradation of irs-1 . ++++ studies have shown that p70s6k- elicited phosphorylation of the insulin receptor substrate 1 ( irs-1 ) results in inhibition of irs-1 binding to the insulin or insulin like growth factor ( igf-i ) receptors or degradation of irs-1 .'],1,100.0,40.0,1.0,140.0
3460,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_6353,nan,nan,rapamycin,chemical,5284616,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2868031'],['rapamycin activates protein phosphatase 2a in an mtor dependent manner .'],1,100.0,40.0,1.0,140.0
2988,insulin,protein,p01308,other,go:0018995,cellosaurus:cvcl_1561,cl:cl:0000082,uberon:uberon:0008826,sp-a,protein,p48023,other,go:0018995,nan,nan,nan,nan,nan,d,['transcription'],['pmc150512'],"['insulin decreased sp-a gene transcription in human lung epithelial cells within 1 hour . ++++ insulin inhibited human sp-a gene transcription at every time-point tested , even as early as after 1 hour of insulin treatment . ++++ our studies are suggestive that insulin inhibits sp-a gene transcription via the pi 3-kinase pathway in lung epithelial cells , specifically via the rapamycin sensitive activation of p70 s6 kinase . ++++ insulin does not activate p44/42 mapk and does not inhibit sp-a gene transcription via the mapk pathway .']",1,100.0,40.0,1.0,140.0
2987,insulin,protein,p01308,other,go:0016020,nan,nan,nan,nan,nan,nan,nan,nan,c2-ceramide,chemical,5497136,other,go:0016020,i,['none'],['pmc2185587'],"['we previously showed that c2-ceramide inhibited insulin stimulated akt activation but did not affect the activity of a membrane targeted , constitutively active form of akt , indicating that membrane association activates akt and bypasses the inhibitory effect of ceramide ( zhou et al. 1998 ) .']",1,100.0,40.0,1.0,140.0
2725,gsk3,protein family|protein complex,gsk3,nan,nan,cellosaurus:cvcl_0248 ++++ cellosaurus:cvcl_0320,nan,nan,fak,protein,q05397,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc4558782'],"['however , in dld-1 cells expressing fak and pyk2 , simultaneous kd of both kinases were required to inhibit gsk3 y279 and y216 phosphorylation and to reduce the level of beta-catenin ( xref_fig ) , strongly suggesting that fak and pyk2 function redundantly to phosphorylate gsk3 y279 and y216 to promote wnt and beta-catenin signaling . ++++ together , these results reveal that fak and pyk2 mediate gsk3 y279 and y216 phosphorylation in crc cells .']",1,100.0,40.0,1.0,140.0
2724,gsk3,protein family|protein complex,gsk3,cytoplasm,go:0005737,cellosaurus:cvcl_1685,nan,nan,nan,nan,nan,nan,nan,nacl,chemical,5234,cytoplasm,go:0005737,i,['none'],['pmc4347645'],['we first applied a pharmacological approach to inhibit gsk3 where cells were treated with either licl or nacl as a control .'],1,100.0,40.0,1.0,140.0
2721,gsk-3beta,protein,p49841,nan,nan,nan,nan,nan,sorafenib,chemical,216239,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4102778'],['the multi-kinase inhibitor sorafenib induced gsk-3beta which actually provides a survival signal in melanoma cells .'],1,100.0,40.0,1.0,140.0
2261,erk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_4461,nan,nan,nan,nan,nan,nan,nan,p90rsk,protein family|protein complex,p90rsk,nan,nan,i,['none'],['pmc3355968'],"['after the phosphorylation by erk , gsk3 is primed for subsequent phosphorylation by p90rsk at s9 , which inactivates it .']",1,100.0,40.0,1.0,140.0
2277,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,gpcr,protein,f4iem5,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4624070'],"['for example , src has been shown to be involved in gpcr mediated erk activation .']",1,100.0,40.0,1.0,140.0
2275,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,ep3,protein,q9m2u5,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4624070'],['further studies are ongoing to determine signaling pathways which is involved in ep1 or ep3 induced erk activation and functional significance .'],1,100.0,40.0,1.0,140.0
2274,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,"egf*1, mek inhibitor*1+","protein, other","p01133, uaz00100",nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc4729484'],"['as a positive control , we verified that u0126 , a mek inhibitor , blocked egf induced erk phosphorylation in cos-7 cells ( xref_fig ) .']",1,100.0,40.0,1.0,140.0
2271,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,"4ebp1*1, rapamycin*1+","protein, chemical","q13541.p, 5284616",nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc1289294'],"['as expected , rapamycin inhibited the phosphorylation of mtor substrates , p70s6k and 4ebp1 , and bay43-9006 inhibited phosphorylation of erk , which is dependent on b-raf activity .']",1,100.0,40.0,1.0,140.0
2270,erk,protein family|protein complex,erk,nan,nan,nan,cl:cl:0002563,nan,braf,protein,p15056:[substitutionmutant],nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4687460'],"['of note , sustained activation of erk signaling by the braf v600e allele in mice also resulted in increased lrp6 phosphorylation in the colonic epithelium .']",1,100.0,40.0,1.0,140.0
4010,p53,protein,p04637,nan,nan,cellosaurus:cvcl_0060,nan,nan,cpt,protein family,pf07931,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2817464'],"['we observed similar p53 levels in cells treated with or without cpt , but interaction of 14-3-3 with p53 was strongly detectable only upon drug treatment ( xref_fig d ) .']",1,100.0,40.0,1.0,140.0
4011,p53,protein,p04637,nan,nan,cellosaurus:cvcl_0060,nan,nan,sigma,other,uaz00976,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2817464'],"['the results clearly demonstrated that sigma and tau isoforms enhanced the transcriptional activity of p53 , by increasing p53 levels , probably through stabilization . ++++ gamma and epsilon isoforms but not tau and sigma enhance specific-dna binding of p53 in vitro .']",1,100.0,40.0,1.0,140.0
2267,erk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_s979,nan,nan,growth factor,protein,q776b5,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2683723'],"['in these classical experiments , pc12 cells proliferated after transient erk activation by egf , but differentiated after more sustained erk activation by the nerve growth factor .']",1,100.0,40.0,1.0,140.0
2266,erk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_s979,cl:cl:0000066,nan,sii-angiotensin,other,uaz03608,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3709701'],"['in rat vascular smooth muscle cells , sii-angiotensin , a triply mutated angiotensin octapeptide ( ser 1 , ile 4 , ile 8 ) , and aii have been shown to promote erk and mapk activation in a manner that depends upon the src phosphorylation of y845 of egfr [ xref_bibr ] . ++++ in rat vascular smooth muscle cells , sii-angiotensin , a triply mutated angiotensin octapeptide ( ser 1 , ile 4 , ile 8 ) , and aii have been shown to promote erk and mapk activation in a manner that depends upon the src phosphorylation of y845 of egfr [ xref_bibr ] .']",1,100.0,40.0,1.0,140.0
2265,erk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_s979,cl:cl:0000066,nan,octapeptide,protein family,pf03373,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3709701'],"['in rat vascular smooth muscle cells , sii-angiotensin , a triply mutated angiotensin octapeptide ( ser 1 , ile 4 , ile 8 ) , and aii have been shown to promote erk and mapk activation in a manner that depends upon the src phosphorylation of y845 of egfr [ xref_bibr ] . ++++ in rat vascular smooth muscle cells , sii-angiotensin , a triply mutated angiotensin octapeptide ( ser 1 , ile 4 , ile 8 ) , and aii have been shown to promote erk and mapk activation in a manner that depends upon the src phosphorylation of y845 of egfr [ xref_bibr ] .']",1,100.0,40.0,1.0,140.0
